mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_max_depth,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.683257261912028,0.12482217551710681,0.05533353487650553,0.016819553112783842,0.8,5,1.0,"{'colsample_bytree': 0.8, 'max_depth': 5, 'subsample': 1.0}",0.9272553724616164,0.9285247285294284,0.9268587273778841,0.9275462761229761,0.0007105672214886446,3
5.820927540461223,0.22285133731995121,0.06099971135457357,0.04459470841906491,0.8,6,0.6,"{'colsample_bytree': 0.8, 'max_depth': 6, 'subsample': 0.6}",0.9210238525522388,0.9216746895572775,0.9205541754358325,0.921084239181783,0.0004594365265265543,35
5.70464301109314,0.08111538490920774,0.05966639518737793,0.01811670105458645,0.8,6,0.8,"{'colsample_bytree': 0.8, 'max_depth': 6, 'subsample': 0.8}",0.9232374806836953,0.9252813788004974,0.921739438002926,0.9234194324957062,0.001451703826496248,31
5.167748928070068,0.12965195493528545,0.0886675516764323,0.044093166901458085,0.8,6,1.0,"{'colsample_bytree': 0.8, 'max_depth': 6, 'subsample': 1.0}",0.927039721485145,0.9277202801071527,0.9253173969453503,0.9266924661792159,0.001011237379959236,12
3.670363982518514,0.1582555953759497,0.048664251963297524,0.025776980696136778,1.0,3,0.6,"{'colsample_bytree': 1.0, 'max_depth': 3, 'subsample': 0.6}",0.9258665283650974,0.9257596071275505,0.9237879376010257,0.9251380243645578,0.0009556529145242888,25
3.7697501182556152,0.12677036040516718,0.054666360219319664,0.03137183922849337,1.0,3,0.8,"{'colsample_bytree': 1.0, 'max_depth': 3, 'subsample': 0.8}",0.9268221438970969,0.9273879868085488,0.9256632780243192,0.9266244695766549,0.0007178493111702073,14
3.4438205560048423,0.06692886490589843,0.06888667742411296,0.029369395988515717,1.0,3,1.0,"{'colsample_bytree': 1.0, 'max_depth': 3, 'subsample': 1.0}",0.9266610856452996,0.9274690114392592,0.9255378461304852,0.9265559810716812,0.0007918901822010723,17
4.131907780965169,0.11276524656420389,0.05333296457926432,0.028801804068945405,1.0,4,0.6,"{'colsample_bytree': 1.0, 'max_depth': 4, 'subsample': 0.6}",0.9247742529312666,0.9266119285876793,0.9233912197609535,0.9249258004266331,0.0013192084291097214,28
4.246884028116862,0.05020712418001244,0.05966305732727051,0.024928883844737713,1.0,4,0.8,"{'colsample_bytree': 1.0, 'max_depth': 4, 'subsample': 0.8}",0.9266144745971568,0.927549453042445,0.9255621713344281,0.9265753663246766,0.0008117755188420449,16
4.024880647659302,0.08330448245960222,0.06766843795776367,0.02503540459983153,1.0,4,1.0,"{'colsample_bytree': 1.0, 'max_depth': 4, 'subsample': 1.0}",0.9273864791889036,0.9289717001030792,0.9258076259222847,0.9273886017380892,0.0012917287471456752,5
4.861157417297363,0.055174418426304696,0.09233427047729492,0.03955112028637375,1.0,5,0.6,"{'colsample_bytree': 1.0, 'max_depth': 5, 'subsample': 0.6}",0.9220291066648587,0.9248696965872937,0.9212881261132586,0.922728976455137,0.0015436482884448506,33
4.736834526062012,0.07841347580918094,0.08899990717569987,0.009201067268299171,1.0,5,0.8,"{'colsample_bytree': 1.0, 'max_depth': 5, 'subsample': 0.8}",0.9244723091841798,0.9268349204206298,0.9239900700047625,0.9250990998698573,0.0012430991901705797,26
3.9537576834360757,0.16551270428414885,0.041333913803100586,0.012036873511734627,1.0,5,1.0,"{'colsample_bytree': 1.0, 'max_depth': 5, 'subsample': 1.0}",0.9266303084301141,0.9278564332293557,0.9268490264476833,0.9271119227023844,0.0005339671253181181,7
4.349426825841268,0.06944296088916588,0.04199981689453125,0.01003352505808944,1.0,6,0.6,"{'colsample_bytree': 1.0, 'max_depth': 6, 'subsample': 0.6}",0.9205577258807983,0.9212265357333682,0.919696460971101,0.9204935741950891,0.0006262953369437559,36
4.145627339680989,0.042874402848600834,0.0435334046681722,0.014110282877536151,1.0,6,0.8,"{'colsample_bytree': 1.0, 'max_depth': 6, 'subsample': 0.8}",0.9230375664001014,0.9251173861139946,0.9212732265209633,0.9231427263450197,0.0015711322254317282,32
3.5365493297576904,0.37111027974194555,0.03199974695841471,0.011343572005852893,1.0,6,1.0,"{'colsample_bytree': 1.0, 'max_depth': 6, 'subsample': 1.0}",0.9263810955561782,0.9277561039094975,0.9260632996870308,0.9267334997175688,0.0007346373498193083,10
